country	Gabon	-0.8999695	11.6899699
country	Gambia	13.5	-15.5
country	Georgia	41.989378	43.597463
country	Germany	51.1657	10.4515
country	Ghana	7.811417	-1.089272
country	Gibraltar	36.140807	-5.3541295
country	Greece	39.0	22.0
country	Grenada	12.1360374	-61.6904045
country	Guadeloupe	16.2490067	-61.5650444
country	Guam	13.464887	144.792016
country	Guatemala	15.6356088	-89.8988087
country	Guinea	10.7226226	-10.7083587
country	Guinea-Bissau	12.100035	-14.9000214
country	Guyana	4.8417097	-58.6416891
country	Haiti	19.1399952	-72.3570972
country	Honduras	15.2572432	-86.0755145
country	Hong Kong	22.3964	114.1095
country	Hungary	47.0	20.0
country	Iceland	64.90614	-18.4826
country	India	21.077353	78.723951
country	Indonesia	-0.897599	114.181602
country	Iran	34.5732	51.876
country	Iraq	33.0955793	44.1749775
country	Ireland	52.865	-7.979
country	Israel	31.217736	34.903129
country	Italy	43.382775	12.183629
country	Cote d'Ivoire	7.9897371	-5.5679458
country	Jamaica	18.1096	-77.2975
country	Japan	35.68536	139.75309
country	Jordan	31.1667049	36.941628
country	Kazakhstan	48.886304	67.283729
country	Kenya	0.0236	37.9062
country	Kiribati	0.3448612	173.6641773
country	Kosovo	42.6026	20.9030
country	Kuwait	29.452987	47.447194
country	Kyrgyzstan	41.2044	74.7661
country	Laos	20.0171109	103.378253
country	Latvia	56.799689	25.441386
country	Lebanon	33.945959	35.868630
country	Lesotho	-29.6039267	28.3350193
country	Liberia	5.7499721	-9.3658524
country	Libya	26.4215275	17.30331995251014
country	Liechtenstein	47.1416307	9.5531527
country	Lithuania	55.378752	23.945328
country	Luxembourg	49.755428	6.119486
country	Macao	22.1899448	113.5380454
country	Madagascar	-18.9249604	46.4416422
country	Malawi	-13.2687204	33.9301963
country	Malaysia	4.264153	102.222436
country	Maldives	4.7064352	73.3287853
country	Mali	16.3700359	-2.2900239
country	Malta	35.8885993	14.4476911
country	Marshall Islands	6.9518742	170.9985095
country	Mauritania	20.2540382	-9.2399263
country	Mauritius	-20.2759451	57.5703566
country	Mexico	19.4325301	-99.1332101
country	Micronesia	7.0	155.25
country	Moldova	47.2879608	28.5670941
country	Monaco	43.73844905	7.424224092532953
country	Mongolia	47.504782	102.997672
country	Montenegro	42.9868853	19.5180992
country	Morocco	32.549785	-5.480765
country	Mozambique	-19.302233	34.9144977
country	Myanmar	20.600856	96.287616
country	Namibia	-23.2335499	17.3231107
country	Nepal	28.0	84.0
country	Netherlands	52.1326	5.2913
country	New Zealand	-41.500083	172.8344077
country	Nicaragua	12.6090157	-85.2936911
country	Niger	18.061703	10.145544
country	Nigeria	10.0	8.0
country	North Macedonia	41.6171214	21.7168387
country	Norway	61.3109	8.73701
country	Oman	20.565641	56.861042
country	Pakistan	30.0	70.0
country	Palau	5.3783537	132.9102573
country	Palestine	31.94696655	35.27386547291496
country	Panama	8.98333	-79.5166
country	Papua New Guinea	-5.6816069	144.2489081
country	Paraguay	-23.3165935	-58.1693445
country	Peru	-9.650468	-75.328211
country	Philippines	11.383086	123.521862
country	Poland	52.0977181	19.0258159
country	Portugal	39.54046	-8.174701
country	Puerto Rico	18.2247706	-66.4858295
country	Qatar	25.230573	51.183951
country	Congo	-0.516362	15.877811
country	Romania	45.9432	24.9668
country	Russia	64.6863136	97.7453061
country	Rwanda	-1.9646631	30.0644358
country	Saint Barthélemy	17.900773100000002	-62.7971665877911
country	Saint Kitts and Nevis	17.250512	-62.6725973
country	Saint Lucia	13.8250489	-60.975036
country	Saint Martin	18.0668544	-63.0848869
country	Saint Vincent and the Grenadines	12.90447	-61.2765569
country	Sao Tome and Principe	0.8875498	6.9648718
country	Saudi Arabia	25.0	45.0
country	Senegal	14.5	-14.25
country	Serbia	43.745902	20.848918
country	Seychelles	-4.6574977	55.4540146
country	Sierra Leone	8.6400349	-11.8400269
country	Singapore	1.344189	103.867546
country	Sint Maarten	18.038916377498968	-63.059102766267536
country	Slovakia	48.66667	19.5
country	Slovenia	45.8133113	14.4808369
country	Solomon Islands	-8.7053941	159.1070693851845
country	Somalia	8.3676771	49.083416
country	South Africa	-28.8166235	24.991639
country	South Korea	36.609249	127.917932
country	South Sudan	7.8699431	29.6667897
country	Spain	40.4637	-3.7492
country	Sri Lanka	7.8731	80.7718
country	St. Lucia	13.8250489	-60.975036
country	Sudan	14.5844444	29.4917691
country	Suriname	4.1413025	-56.0771187
country	Sweden	59.6749712	14.5208584
country	Switzerland	46.8182	8.2275
country	Syria	34.6401861	39.0494106
country	Taiwan	23.8169	121.031365
country	Tajikistan	38.8610	71.2761
country	Tanzania	-6.5247123	35.7878438
country	Thailand	14.8971921	100.83273
country	Timor-Leste	-8.809397	125.909527
country	Togo	8.88625	1.069709
country	Trinidad	10.447801502473043	-61.23664353857157
country	Trinidad and Tobago	10.8677845	-60.9821067
country	Tunisia	33.654143	9.065134
country	Turkey	39.046746	36.767068
country	Uganda	1.861287	32.55149
country	Ukraine	49.4871968	31.2718321
country	Union of the Comoros	-12.2045176	44.2832964
country	United Arab Emirates	23.546651	54.065059
country	United Kingdom	54.242833	-2.088739
country	Uruguay	-33.0	-56.0
country	USA	38.916963	-98.891372
country	Uzbekistan	41.32373	63.9528098
country	Vanuatu	-16.5255069	168.1069154
country	Venezuela	7.838891	-65.916409
country	Vietnam	16.16667	107.83333
country	Yemen	16.3471243	47.8915271
country	Zambia	-14.5186239	27.5599164
country	Zimbabwe	-18.4554963	29.7468414
